country, product, quantity, price
KE,Product 5266,49,67.74
MA,Product 5267,98,8.03
ZA,Product 5268,34,15.34
ZA,Product 5269,34,78.28
KE,Product 5270,78,97.99
MA,Product 5271,11,50.01
ZA,Product 5272,11,93.25
ZA,Product 5273,18,67.89
NG,Product 5274,66,81.73
NG,Product 5275,20,12.70
ZA,Product 5276,74,21.33
GH,Product 5277,63,92.98
MA,Product 5278,58,45.22
GH,Product 5279,82,30.25
ZA,Product 5280,80,27.76
ZA,Product 5281,49,96.18
KE,Product 5282,93,93.55
KE,Product 5283,90,57.68
KE,Product 5284,88,50.54
ZA,Product 5285,40,46.18
NG,Product 5286,47,63.14
GH,Product 5287,5,4.41
ZA,Product 5288,69,32.82
ZA,Product 5289,62,93.18
NG,Product 5290,58,39.83
MA,Product 5291,65,0.63
MA,Product 5292,49,0.64
GH,Product 5293,85,66.80
GH,Product 5294,84,40.60
MA,Product 5295,75,41.83
NG,Product 5296,68,94.39
ZA,Product 5297,48,58.54
ZA,Product 5298,89,41.92
GH,Product 5299,58,71.26
GH,Product 5300,54,40.59
ZA,Product 5301,73,75.27
ZA,Product 5302,84,70.42
GH,Product 5303,51,14.79
KE,Product 5304,75,23.37
GH,Product 5305,99,54.23
GH,Product 5306,17,32.98
GH,Product 5307,37,89.29
GH,Product 5308,50,79.75
NG,Product 5309,67,65.07
NG,Product 5310,95,51.65
GH,Product 5311,40,69.14
ZA,Product 5312,53,29.84
NG,Product 5313,74,42.04
KE,Product 5314,26,13.22
NG,Product 5315,84,30.36
MA,Product 5316,69,86.30
ZA,Product 5317,94,54.62
KE,Product 5318,27,63.71
NG,Product 5319,60,81.54
GH,Product 5320,67,74.14
MA,Product 5321,60,90.01
KE,Product 5322,93,33.79
ZA,Product 5323,86,46.70
MA,Product 5324,90,25.77
NG,Product 5325,12,52.93
GH,Product 5326,94,97.31
ZA,Product 5327,81,39.78
ZA,Product 5328,67,68.07
ZA,Product 5329,8,70.39
GH,Product 5330,96,5.51
NG,Product 5331,72,58.80
KE,Product 5332,40,20.12
ZA,Product 5333,33,78.09
NG,Product 5334,40,2.64
KE,Product 5335,69,36.07
MA,Product 5336,47,62.82
MA,Product 5337,20,16.96
NG,Product 5338,58,60.29
KE,Product 5339,70,34.38
KE,Product 5340,0,21.47
NG,Product 5341,72,40.02
NG,Product 5342,75,97.02
GH,Product 5343,5,14.78
ZA,Product 5344,55,47.60
MA,Product 5345,80,94.73
GH,Product 5346,75,41.60
MA,Product 5347,31,67.20
MA,Product 5348,49,15.89
NG,Product 5349,25,70.43
KE,Product 5350,16,35.25
NG,Product 5351,63,41.03
ZA,Product 5352,30,6.98
NG,Product 5353,3,90.73
ZA,Product 5354,28,80.46
NG,Product 5355,2,96.35
MA,Product 5356,12,82.25
MA,Product 5357,2,45.41
ZA,Product 5358,0,1.64
NG,Product 5359,40,51.18
ZA,Product 5360,14,85.44
NG,Product 5361,18,24.55
MA,Product 5362,48,2.81
MA,Product 5363,90,82.21
ZA,Product 5364,95,96.41
GH,Product 5365,76,78.46
KE,Product 5366,2,62.78
GH,Product 5367,76,27.91
KE,Product 5368,84,29.03
KE,Product 5369,50,98.44
ZA,Product 5370,82,56.86
ZA,Product 5371,39,64.98
GH,Product 5372,49,55.81
KE,Product 5373,18,22.94
ZA,Product 5374,5,84.69
ZA,Product 5375,60,39.06
KE,Product 5376,95,58.18
GH,Product 5377,75,11.46
GH,Product 5378,26,99.55
MA,Product 5379,51,84.47
MA,Product 5380,2,39.20
NG,Product 5381,15,23.12
GH,Product 5382,57,89.70
ZA,Product 5383,55,64.12
NG,Product 5384,86,15.93
ZA,Product 5385,58,36.33
KE,Product 5386,70,95.83
GH,Product 5387,46,50.05
NG,Product 5388,20,83.62
NG,Product 5389,40,85.73
KE,Product 5390,72,99.30
GH,Product 5391,48,29.60
GH,Product 5392,72,63.96
ZA,Product 5393,13,62.87
KE,Product 5394,81,18.56
GH,Product 5395,71,5.56
NG,Product 5396,31,4.48
NG,Product 5397,54,12.74
GH,Product 5398,52,61.83
NG,Product 5399,86,75.64
KE,Product 5400,89,75.72
MA,Product 5401,23,7.35
NG,Product 5402,15,3.82
ZA,Product 5403,21,56.78
GH,Product 5404,13,12.64
MA,Product 5405,12,52.29
KE,Product 5406,92,76.75
NG,Product 5407,17,55.50
ZA,Product 5408,22,58.30
KE,Product 5409,7,89.59
ZA,Product 5410,25,9.14
MA,Product 5411,44,21.57
MA,Product 5412,23,90.86
NG,Product 5413,83,95.55
GH,Product 5414,42,68.63
KE,Product 5415,73,56.79
MA,Product 5416,81,32.33
MA,Product 5417,76,51.84
NG,Product 5418,22,54.48
GH,Product 5419,46,97.43
NG,Product 5420,54,41.59
GH,Product 5421,18,43.86
GH,Product 5422,86,48.26
GH,Product 5423,74,20.26
KE,Product 5424,77,45.59
GH,Product 5425,36,7.61
GH,Product 5426,32,75.67
ZA,Product 5427,75,72.53
ZA,Product 5428,25,93.17
ZA,Product 5429,50,27.04
MA,Product 5430,39,75.88
NG,Product 5431,37,33.26
GH,Product 5432,36,65.13
MA,Product 5433,31,32.30
GH,Product 5434,13,2.14
GH,Product 5435,86,38.43
NG,Product 5436,48,15.88
KE,Product 5437,24,23.46
KE,Product 5438,6,22.22
KE,Product 5439,98,71.44
MA,Product 5440,85,77.90
GH,Product 5441,45,36.66
ZA,Product 5442,52,0.17
KE,Product 5443,97,49.41
MA,Product 5444,30,73.07
GH,Product 5445,17,79.25
GH,Product 5446,93,4.57
MA,Product 5447,59,61.62
NG,Product 5448,80,0.72
ZA,Product 5449,94,40.49
GH,Product 5450,97,56.19
NG,Product 5451,36,76.04
NG,Product 5452,66,34.89
GH,Product 5453,49,54.16
NG,Product 5454,34,66.76
MA,Product 5455,79,89.28
ZA,Product 5456,2,62.23
ZA,Product 5457,53,17.26
MA,Product 5458,10,20.96
GH,Product 5459,62,58.34
GH,Product 5460,24,19.58
NG,Product 5461,1,93.85
NG,Product 5462,49,74.99
KE,Product 5463,4,37.02
MA,Product 5464,47,57.54
MA,Product 5465,55,37.00
MA,Product 5466,74,88.61
NG,Product 5467,13,72.33
MA,Product 5468,65,9.59
NG,Product 5469,67,9.62
KE,Product 5470,35,56.23
GH,Product 5471,41,21.24
GH,Product 5472,32,27.70
MA,Product 5473,14,5.52
GH,Product 5474,61,11.48
GH,Product 5475,82,86.55
NG,Product 5476,36,75.53
KE,Product 5477,23,83.22
NG,Product 5478,56,57.74
MA,Product 5479,62,50.79
NG,Product 5480,53,96.44
NG,Product 5481,30,77.54
ZA,Product 5482,62,86.87
ZA,Product 5483,31,94.88
GH,Product 5484,38,56.73
MA,Product 5485,14,87.22
NG,Product 5486,46,84.33
GH,Product 5487,64,73.90
KE,Product 5488,92,74.48
MA,Product 5489,58,50.40
ZA,Product 5490,54,45.54
GH,Product 5491,48,50.17
KE,Product 5492,18,89.11
NG,Product 5493,63,79.52
GH,Product 5494,2,48.34
ZA,Product 5495,22,68.16
KE,Product 5496,73,89.37
GH,Product 5497,12,57.22
GH,Product 5498,81,1.00
MA,Product 5499,86,56.28
GH,Product 5500,18,8.54
KE,Product 5501,34,3.76
NG,Product 5502,75,72.36
ZA,Product 5503,55,98.34
KE,Product 5504,28,78.14
GH,Product 5505,21,55.05
KE,Product 5506,80,81.09
MA,Product 5507,87,27.24
GH,Product 5508,87,84.22
GH,Product 5509,86,95.81
KE,Product 5510,0,39.09
GH,Product 5511,6,66.59
KE,Product 5512,71,26.88
KE,Product 5513,81,97.79
KE,Product 5514,17,81.69
KE,Product 5515,43,67.83
ZA,Product 5516,92,70.71
ZA,Product 5517,87,35.55
NG,Product 5518,0,29.52
MA,Product 5519,79,44.69
GH,Product 5520,61,54.00
MA,Product 5521,71,39.72
NG,Product 5522,27,59.42
NG,Product 5523,11,18.12
MA,Product 5524,46,10.03
NG,Product 5525,1,39.72
KE,Product 5526,46,85.91
GH,Product 5527,16,66.43
MA,Product 5528,1,88.71
MA,Product 5529,45,65.69
GH,Product 5530,7,51.37
MA,Product 5531,77,59.09
GH,Product 5532,50,28.43
GH,Product 5533,32,45.35
MA,Product 5534,69,1.95
NG,Product 5535,84,64.55
NG,Product 5536,4,83.04
ZA,Product 5537,6,59.06
KE,Product 5538,24,95.04
NG,Product 5539,90,78.56
GH,Product 5540,60,71.25
MA,Product 5541,98,15.33
GH,Product 5542,33,9.65
ZA,Product 5543,79,72.36
KE,Product 5544,37,77.90
MA,Product 5545,85,67.41
ZA,Product 5546,19,69.73
KE,Product 5547,24,40.97
KE,Product 5548,88,34.11
ZA,Product 5549,71,91.87
NG,Product 5550,45,78.85
ZA,Product 5551,70,80.76
ZA,Product 5552,3,74.39
MA,Product 5553,45,23.67
NG,Product 5554,26,60.84
MA,Product 5555,3,96.16
NG,Product 5556,57,44.90
ZA,Product 5557,38,60.67
NG,Product 5558,59,20.72
NG,Product 5559,66,36.76
NG,Product 5560,34,62.58
ZA,Product 5561,59,96.49
MA,Product 5562,55,98.01
MA,Product 5563,36,52.67
MA,Product 5564,76,13.15
GH,Product 5565,39,19.25
GH,Product 5566,19,91.12
MA,Product 5567,52,12.60
ZA,Product 5568,40,3.23
MA,Product 5569,39,68.59
GH,Product 5570,3,69.49
GH,Product 5571,7,47.31
KE,Product 5572,32,5.64
ZA,Product 5573,61,40.76
ZA,Product 5574,52,88.81
NG,Product 5575,84,6.54
NG,Product 5576,65,96.19
MA,Product 5577,18,14.08
KE,Product 5578,71,51.70
ZA,Product 5579,65,72.38
GH,Product 5580,36,58.71
ZA,Product 5581,28,77.90
MA,Product 5582,15,21.20
MA,Product 5583,3,89.44
GH,Product 5584,35,59.52
GH,Product 5585,71,39.35
KE,Product 5586,93,26.56
MA,Product 5587,69,88.44
ZA,Product 5588,10,88.31
GH,Product 5589,70,83.06
GH,Product 5590,75,22.99
NG,Product 5591,12,34.74
KE,Product 5592,32,94.56
ZA,Product 5593,65,56.41
NG,Product 5594,2,78.03
ZA,Product 5595,94,55.60
KE,Product 5596,34,80.70
GH,Product 5597,51,81.43
ZA,Product 5598,21,38.27
ZA,Product 5599,3,25.76
MA,Product 5600,50,85.52
MA,Product 5601,42,78.44
KE,Product 5602,80,25.54
NG,Product 5603,7,42.19
GH,Product 5604,40,96.57
NG,Product 5605,25,29.25
KE,Product 5606,25,81.36
NG,Product 5607,44,10.41
ZA,Product 5608,29,20.93
NG,Product 5609,82,46.37
GH,Product 5610,75,10.07
KE,Product 5611,69,24.53
GH,Product 5612,12,22.87
KE,Product 5613,63,48.61
NG,Product 5614,1,67.46
GH,Product 5615,45,84.61
ZA,Product 5616,97,76.36
GH,Product 5617,30,57.52
NG,Product 5618,94,91.45
MA,Product 5619,71,20.76
ZA,Product 5620,66,47.89
ZA,Product 5621,92,64.48
KE,Product 5622,74,78.18
NG,Product 5623,56,81.95
MA,Product 5624,67,61.17
GH,Product 5625,51,32.73
NG,Product 5626,98,83.90
GH,Product 5627,68,94.39
MA,Product 5628,63,5.04
GH,Product 5629,30,24.44
NG,Product 5630,67,48.82
ZA,Product 5631,77,20.53
KE,Product 5632,19,67.58
NG,Product 5633,87,36.13
NG,Product 5634,48,4.35
NG,Product 5635,46,32.09
GH,Product 5636,68,88.15
KE,Product 5637,73,1.52
ZA,Product 5638,36,34.21
NG,Product 5639,36,38.13
ZA,Product 5640,29,43.36
ZA,Product 5641,70,8.78
GH,Product 5642,16,58.18
ZA,Product 5643,71,76.48
ZA,Product 5644,28,26.21
GH,Product 5645,12,42.65
ZA,Product 5646,88,34.47
GH,Product 5647,68,14.89
ZA,Product 5648,99,7.50
NG,Product 5649,37,63.64
GH,Product 5650,74,22.79
MA,Product 5651,35,97.40
GH,Product 5652,47,74.02
NG,Product 5653,85,29.74
ZA,Product 5654,0,53.32
MA,Product 5655,71,71.02
GH,Product 5656,57,70.51
MA,Product 5657,96,76.76
MA,Product 5658,57,16.56
NG,Product 5659,67,8.73
ZA,Product 5660,87,30.96
KE,Product 5661,36,96.43
GH,Product 5662,17,26.18
MA,Product 5663,13,24.84
KE,Product 5664,19,82.97
NG,Product 5665,91,58.38
MA,Product 5666,74,50.22
MA,Product 5667,9,87.53
GH,Product 5668,25,63.57
GH,Product 5669,36,0.13
GH,Product 5670,35,91.87
NG,Product 5671,96,47.07
MA,Product 5672,68,49.05
KE,Product 5673,43,48.72
KE,Product 5674,80,98.92
ZA,Product 5675,64,92.46
ZA,Product 5676,10,21.35
KE,Product 5677,57,64.31
NG,Product 5678,81,14.40
NG,Product 5679,61,79.14
KE,Product 5680,15,17.18
NG,Product 5681,20,61.30
MA,Product 5682,91,37.43
ZA,Product 5683,71,55.97
KE,Product 5684,75,50.76
GH,Product 5685,10,90.56
GH,Product 5686,51,15.61
GH,Product 5687,23,14.64
GH,Product 5688,9,20.80
MA,Product 5689,76,3.35
GH,Product 5690,42,45.31
MA,Product 5691,82,97.71
MA,Product 5692,98,72.67
KE,Product 5693,38,53.02
MA,Product 5694,33,52.21
ZA,Product 5695,59,57.33
ZA,Product 5696,79,20.24
GH,Product 5697,73,80.18
GH,Product 5698,93,72.55
MA,Product 5699,46,13.12
MA,Product 5700,6,43.39
NG,Product 5701,3,40.07
MA,Product 5702,55,38.79
ZA,Product 5703,44,74.55
NG,Product 5704,59,84.02
ZA,Product 5705,92,27.62
NG,Product 5706,66,54.03
ZA,Product 5707,91,8.42
GH,Product 5708,45,98.59
MA,Product 5709,31,45.33
NG,Product 5710,67,63.58
ZA,Product 5711,92,80.10
KE,Product 5712,18,70.93
NG,Product 5713,3,24.85
ZA,Product 5714,1,43.10
NG,Product 5715,98,91.43
GH,Product 5716,15,38.58
NG,Product 5717,1,92.00
NG,Product 5718,82,31.46
GH,Product 5719,87,29.67
KE,Product 5720,44,2.02
KE,Product 5721,73,53.64
MA,Product 5722,20,63.49
NG,Product 5723,78,15.33
ZA,Product 5724,75,46.19
ZA,Product 5725,72,40.88
KE,Product 5726,48,72.54
ZA,Product 5727,84,39.65
GH,Product 5728,49,6.60
NG,Product 5729,1,21.14
NG,Product 5730,28,86.64
MA,Product 5731,52,68.40
MA,Product 5732,57,80.76
GH,Product 5733,26,11.58
NG,Product 5734,79,99.67
KE,Product 5735,60,29.95
KE,Product 5736,44,57.16
GH,Product 5737,94,13.10
GH,Product 5738,37,77.34
KE,Product 5739,43,69.44
GH,Product 5740,1,30.52
KE,Product 5741,70,23.67
MA,Product 5742,93,22.00
ZA,Product 5743,49,64.66
ZA,Product 5744,32,12.15
GH,Product 5745,60,46.70
KE,Product 5746,17,43.36
KE,Product 5747,80,30.96
NG,Product 5748,8,59.78
KE,Product 5749,56,83.38
KE,Product 5750,50,59.00
NG,Product 5751,50,49.85
MA,Product 5752,3,66.72
KE,Product 5753,57,6.64
GH,Product 5754,40,67.08
GH,Product 5755,44,46.30
ZA,Product 5756,61,76.97
MA,Product 5757,51,93.74
KE,Product 5758,33,97.63
NG,Product 5759,93,8.17
NG,Product 5760,87,97.04
NG,Product 5761,4,35.57
KE,Product 5762,52,30.78
ZA,Product 5763,98,27.34
MA,Product 5764,6,11.03
GH,Product 5765,40,28.22
NG,Product 5766,75,28.92
GH,Product 5767,95,44.73
GH,Product 5768,59,88.51
MA,Product 5769,65,24.48
KE,Product 5770,39,83.41
ZA,Product 5771,3,59.99
GH,Product 5772,27,86.97
GH,Product 5773,52,93.34
KE,Product 5774,19,65.16
NG,Product 5775,38,2.66
ZA,Product 5776,57,14.67
KE,Product 5777,65,61.31
GH,Product 5778,76,32.03
NG,Product 5779,69,88.31
KE,Product 5780,82,63.65
MA,Product 5781,51,34.90
NG,Product 5782,45,42.03
NG,Product 5783,5,53.82
MA,Product 5784,70,19.92
MA,Product 5785,95,38.88
MA,Product 5786,43,60.73
GH,Product 5787,13,6.76
NG,Product 5788,27,29.48
ZA,Product 5789,91,84.21
NG,Product 5790,84,1.47
MA,Product 5791,1,50.12
GH,Product 5792,40,17.57
NG,Product 5793,81,41.09
ZA,Product 5794,77,47.54
NG,Product 5795,6,47.55
MA,Product 5796,57,32.24
MA,Product 5797,29,68.33
ZA,Product 5798,7,86.64
GH,Product 5799,65,15.08
GH,Product 5800,27,27.43
NG,Product 5801,58,6.50
ZA,Product 5802,14,4.58
GH,Product 5803,14,40.24
KE,Product 5804,71,99.57
NG,Product 5805,35,92.35
ZA,Product 5806,74,17.94
ZA,Product 5807,40,18.51
MA,Product 5808,86,23.08
KE,Product 5809,75,17.50
KE,Product 5810,19,38.77
NG,Product 5811,64,48.08
KE,Product 5812,66,38.89
NG,Product 5813,27,22.96
KE,Product 5814,64,15.26
ZA,Product 5815,84,85.60
GH,Product 5816,2,67.24
KE,Product 5817,76,34.80
NG,Product 5818,88,45.18
ZA,Product 5819,58,13.22
MA,Product 5820,63,19.28
GH,Product 5821,41,98.66
NG,Product 5822,52,10.09
ZA,Product 5823,53,63.43
MA,Product 5824,59,63.19
ZA,Product 5825,87,92.29
NG,Product 5826,5,67.05
GH,Product 5827,95,72.31
KE,Product 5828,51,81.33
MA,Product 5829,69,38.26
MA,Product 5830,14,12.66
GH,Product 5831,13,52.06
ZA,Product 5832,30,37.19
KE,Product 5833,90,45.54
ZA,Product 5834,97,61.45
MA,Product 5835,52,42.96
MA,Product 5836,87,53.38
KE,Product 5837,77,44.10
ZA,Product 5838,50,37.76
NG,Product 5839,62,7.51
MA,Product 5840,32,52.53
MA,Product 5841,45,71.55
GH,Product 5842,61,66.95
MA,Product 5843,51,50.14
NG,Product 5844,57,22.50
MA,Product 5845,93,31.26
KE,Product 5846,86,97.08
GH,Product 5847,17,46.13
MA,Product 5848,68,23.32
KE,Product 5849,23,9.42
ZA,Product 5850,37,33.81
ZA,Product 5851,4,36.77
KE,Product 5852,23,42.03
MA,Product 5853,93,87.42
GH,Product 5854,16,69.54
MA,Product 5855,50,17.31
NG,Product 5856,42,39.03
KE,Product 5857,28,56.27
KE,Product 5858,41,89.16
ZA,Product 5859,35,9.26
ZA,Product 5860,33,61.05
ZA,Product 5861,17,50.07
KE,Product 5862,6,76.24
KE,Product 5863,55,89.06
KE,Product 5864,89,80.02
NG,Product 5865,32,32.48
KE,Product 5866,97,8.65
MA,Product 5867,24,26.54
GH,Product 5868,35,21.83
GH,Product 5869,43,65.76
NG,Product 5870,66,3.49
KE,Product 5871,27,20.60
KE,Product 5872,30,21.17
MA,Product 5873,94,87.74
KE,Product 5874,38,33.62
NG,Product 5875,65,59.20
ZA,Product 5876,18,22.35
ZA,Product 5877,40,93.15
MA,Product 5878,81,46.33
MA,Product 5879,76,79.34
ZA,Product 5880,89,91.35
NG,Product 5881,10,60.73
KE,Product 5882,48,9.82
GH,Product 5883,54,58.39
KE,Product 5884,22,12.79
ZA,Product 5885,50,14.51
ZA,Product 5886,10,66.45
KE,Product 5887,71,25.60
ZA,Product 5888,20,15.74
MA,Product 5889,45,93.91
MA,Product 5890,90,44.59
KE,Product 5891,98,78.56
NG,Product 5892,41,4.80
GH,Product 5893,76,89.73
KE,Product 5894,53,18.51
GH,Product 5895,55,61.52
ZA,Product 5896,20,64.57
MA,Product 5897,87,48.14
ZA,Product 5898,16,25.02
GH,Product 5899,7,57.91
GH,Product 5900,51,48.53
MA,Product 5901,76,97.35
ZA,Product 5902,30,30.34
GH,Product 5903,71,71.14
ZA,Product 5904,89,41.80
GH,Product 5905,68,99.98
MA,Product 5906,22,63.05
NG,Product 5907,45,98.36
MA,Product 5908,79,26.89
ZA,Product 5909,16,11.51
ZA,Product 5910,76,32.96
GH,Product 5911,26,95.53
KE,Product 5912,96,54.68
MA,Product 5913,10,76.71
KE,Product 5914,39,91.82
MA,Product 5915,37,89.01
GH,Product 5916,91,11.84
KE,Product 5917,71,26.04
GH,Product 5918,74,14.32
KE,Product 5919,51,39.23
KE,Product 5920,7,59.89
KE,Product 5921,30,78.48
KE,Product 5922,45,11.82
ZA,Product 5923,74,93.20
KE,Product 5924,14,52.74
NG,Product 5925,87,93.39
KE,Product 5926,95,17.08
KE,Product 5927,70,67.12
ZA,Product 5928,36,70.83
MA,Product 5929,2,25.39
GH,Product 5930,34,32.88
ZA,Product 5931,64,46.56
MA,Product 5932,42,20.18
ZA,Product 5933,24,6.10
NG,Product 5934,65,51.60
KE,Product 5935,70,48.28
GH,Product 5936,19,69.04
ZA,Product 5937,63,93.47
MA,Product 5938,25,93.05
GH,Product 5939,4,83.77
GH,Product 5940,81,71.34
NG,Product 5941,75,5.11
GH,Product 5942,21,45.59
GH,Product 5943,49,33.81
NG,Product 5944,48,22.46
MA,Product 5945,91,22.31
MA,Product 5946,82,37.65
MA,Product 5947,35,9.84
GH,Product 5948,5,24.07
KE,Product 5949,12,73.63
KE,Product 5950,49,61.14
NG,Product 5951,88,91.62
GH,Product 5952,40,76.26
MA,Product 5953,54,80.02
ZA,Product 5954,85,84.75
MA,Product 5955,66,29.21
GH,Product 5956,87,70.29
GH,Product 5957,82,89.76
KE,Product 5958,8,53.83
MA,Product 5959,32,44.68
ZA,Product 5960,79,29.23
MA,Product 5961,30,19.81
MA,Product 5962,20,22.54
MA,Product 5963,21,90.78
NG,Product 5964,45,1.28
GH,Product 5965,93,8.29
MA,Product 5966,67,4.54
NG,Product 5967,83,63.85
NG,Product 5968,3,4.18
MA,Product 5969,47,35.11
ZA,Product 5970,17,59.05
GH,Product 5971,4,2.29
NG,Product 5972,19,87.75
KE,Product 5973,20,7.92
MA,Product 5974,16,88.01
MA,Product 5975,74,40.98
GH,Product 5976,3,20.16
NG,Product 5977,64,62.91
ZA,Product 5978,4,90.28
MA,Product 5979,99,57.18
GH,Product 5980,90,42.20
MA,Product 5981,44,82.42
ZA,Product 5982,85,19.20
KE,Product 5983,88,48.22
KE,Product 5984,67,78.52
ZA,Product 5985,76,61.67
ZA,Product 5986,70,24.59
GH,Product 5987,85,80.17
MA,Product 5988,76,16.90
GH,Product 5989,61,64.39
ZA,Product 5990,66,7.35
MA,Product 5991,95,74.70
ZA,Product 5992,34,10.01
ZA,Product 5993,41,13.94
KE,Product 5994,85,30.88
GH,Product 5995,81,76.82
NG,Product 5996,25,7.19
ZA,Product 5997,48,61.90
ZA,Product 5998,95,57.74
KE,Product 5999,42,76.44
ZA,Product 6000,64,54.70
NG,Product 6001,41,20.31
MA,Product 6002,6,86.40
MA,Product 6003,23,94.77
NG,Product 6004,30,54.63
NG,Product 6005,62,47.62
NG,Product 6006,73,73.67
MA,Product 6007,73,66.76
KE,Product 6008,65,30.32
NG,Product 6009,64,38.94
MA,Product 6010,37,30.52
MA,Product 6011,92,25.59
ZA,Product 6012,67,45.91
NG,Product 6013,44,62.59
ZA,Product 6014,90,89.16
MA,Product 6015,43,85.44
NG,Product 6016,75,50.10
GH,Product 6017,36,48.03
ZA,Product 6018,43,16.22
NG,Product 6019,49,78.72
GH,Product 6020,85,54.25
MA,Product 6021,90,90.73
GH,Product 6022,10,90.21
KE,Product 6023,52,55.45
NG,Product 6024,95,60.85
NG,Product 6025,67,47.16
MA,Product 6026,8,57.80
GH,Product 6027,37,67.63
KE,Product 6028,79,0.84
MA,Product 6029,3,95.14
GH,Product 6030,39,41.36
GH,Product 6031,48,2.40
ZA,Product 6032,77,97.41
MA,Product 6033,14,93.72
MA,Product 6034,50,72.00
GH,Product 6035,32,51.19
MA,Product 6036,33,24.91
GH,Product 6037,50,29.98
MA,Product 6038,86,94.85
GH,Product 6039,7,40.02
KE,Product 6040,18,86.18
ZA,Product 6041,38,15.26
GH,Product 6042,66,96.38
ZA,Product 6043,37,44.96
GH,Product 6044,21,0.84
GH,Product 6045,77,17.26
GH,Product 6046,38,93.39
MA,Product 6047,61,26.56
GH,Product 6048,20,87.28
GH,Product 6049,52,46.22
MA,Product 6050,23,18.75
GH,Product 6051,66,11.19
GH,Product 6052,38,53.56
KE,Product 6053,35,45.20
ZA,Product 6054,32,99.65
GH,Product 6055,2,7.73
GH,Product 6056,34,58.52
MA,Product 6057,70,29.43
NG,Product 6058,92,8.34
ZA,Product 6059,27,41.25
MA,Product 6060,67,21.54
GH,Product 6061,25,91.03
GH,Product 6062,95,55.91
ZA,Product 6063,63,6.24
GH,Product 6064,83,9.41
MA,Product 6065,41,2.49
NG,Product 6066,81,63.80
KE,Product 6067,27,16.24
NG,Product 6068,60,52.28
MA,Product 6069,6,1.37
ZA,Product 6070,93,89.45
NG,Product 6071,21,24.08
ZA,Product 6072,9,62.03
KE,Product 6073,16,85.79
MA,Product 6074,88,95.37
KE,Product 6075,19,51.13
KE,Product 6076,46,59.01
NG,Product 6077,40,1.76
MA,Product 6078,9,92.22
MA,Product 6079,73,13.65
MA,Product 6080,33,50.99
KE,Product 6081,10,9.54
ZA,Product 6082,80,1.38
MA,Product 6083,4,32.63
MA,Product 6084,99,74.18
MA,Product 6085,0,96.18
KE,Product 6086,92,6.17
KE,Product 6087,19,21.01
MA,Product 6088,53,23.25
NG,Product 6089,31,85.08
NG,Product 6090,35,44.69
MA,Product 6091,44,58.79
GH,Product 6092,31,1.05
ZA,Product 6093,68,14.81
KE,Product 6094,81,90.75
KE,Product 6095,46,63.88
GH,Product 6096,68,29.27
GH,Product 6097,90,27.44
NG,Product 6098,22,48.21
NG,Product 6099,91,36.20
KE,Product 6100,98,9.58
KE,Product 6101,86,10.36
KE,Product 6102,15,37.88
MA,Product 6103,68,69.36
ZA,Product 6104,71,9.08
GH,Product 6105,4,18.31
NG,Product 6106,31,92.03
ZA,Product 6107,82,97.80
ZA,Product 6108,19,20.34
MA,Product 6109,93,35.67
NG,Product 6110,72,22.76
MA,Product 6111,35,69.68
NG,Product 6112,88,83.63
MA,Product 6113,73,32.72
NG,Product 6114,91,39.31
KE,Product 6115,44,55.07
NG,Product 6116,97,51.60
NG,Product 6117,23,61.94
KE,Product 6118,2,47.72
GH,Product 6119,56,67.06
NG,Product 6120,49,47.34
ZA,Product 6121,20,26.55
NG,Product 6122,92,92.75
KE,Product 6123,44,70.38
GH,Product 6124,14,65.00
ZA,Product 6125,53,45.51
GH,Product 6126,61,81.10
MA,Product 6127,11,58.84
GH,Product 6128,59,5.74
MA,Product 6129,64,17.09
GH,Product 6130,62,99.44
NG,Product 6131,0,61.74
ZA,Product 6132,79,34.44
KE,Product 6133,17,14.91
KE,Product 6134,60,2.80
ZA,Product 6135,2,84.78
GH,Product 6136,20,17.72
GH,Product 6137,36,71.97
ZA,Product 6138,25,6.63
MA,Product 6139,35,82.52
ZA,Product 6140,3,35.17
MA,Product 6141,53,77.10
NG,Product 6142,19,32.75
ZA,Product 6143,47,77.94
NG,Product 6144,33,35.16
KE,Product 6145,67,87.40
MA,Product 6146,65,29.80
NG,Product 6147,98,39.40
MA,Product 6148,78,30.15
ZA,Product 6149,40,70.20
NG,Product 6150,9,82.05
KE,Product 6151,86,48.99
ZA,Product 6152,0,40.68
ZA,Product 6153,13,44.57
ZA,Product 6154,66,88.95
ZA,Product 6155,54,30.51
KE,Product 6156,18,28.59
MA,Product 6157,70,18.31
NG,Product 6158,25,76.97
NG,Product 6159,28,42.03
GH,Product 6160,16,83.94
NG,Product 6161,49,42.51
MA,Product 6162,13,13.11
ZA,Product 6163,42,87.17
KE,Product 6164,67,46.07
KE,Product 6165,82,44.12
MA,Product 6166,57,41.36
KE,Product 6167,0,77.87
GH,Product 6168,57,16.22
KE,Product 6169,76,43.31
KE,Product 6170,31,40.06
NG,Product 6171,41,76.52
KE,Product 6172,15,74.17
NG,Product 6173,81,29.87
NG,Product 6174,47,9.06
MA,Product 6175,34,10.61
GH,Product 6176,18,40.18
KE,Product 6177,59,24.17
GH,Product 6178,48,63.87
NG,Product 6179,94,26.45
NG,Product 6180,21,77.60
ZA,Product 6181,44,62.32
NG,Product 6182,90,69.92
ZA,Product 6183,50,50.09
NG,Product 6184,50,22.96
NG,Product 6185,60,73.48
